age_segment;dt;item_topic;item_topic (copy);record_id;source_topic;топ-10;visits
18-25;24.09.2019 18:32:00;Деньги;Деньги;1040597;Авто;Остальные;3
18-25;24.09.2019 18:35:00;Деньги;Деньги;1040598;Авто;Остальные;1
18-25;24.09.2019 18:54:00;Деньги;Деньги;1040599;Авто;Остальные;4
18-25;24.09.2019 18:55:00;Деньги;Деньги;1040600;Авто;Остальные;17
18-25;24.09.2019 18:56:00;Деньги;Деньги;1040601;Авто;Остальные;27
18-25;24.09.2019 18:57:00;Деньги;Деньги;1040602;Авто;Остальные;22
18-25;24.09.2019 18:58:00;Деньги;Деньги;1040603;Авто;Остальные;24
18-25;24.09.2019 18:59:00;Деньги;Деньги;1040604;Авто;Остальные;20
18-25;24.09.2019 19:00:00;Деньги;Деньги;1040605;Авто;Остальные;5
26-30;24.09.2019 18:29:00;Деньги;Деньги;1040606;Авто;Остальные;1
26-30;24.09.2019 18:30:00;Деньги;Деньги;1040607;Авто;Остальные;1
26-30;24.09.2019 18:31:00;Деньги;Деньги;1040608;Авто;Остальные;1
26-30;24.09.2019 18:32:00;Деньги;Деньги;1040609;Авто;Остальные;1
26-30;24.09.2019 18:54:00;Деньги;Деньги;1040610;Авто;Остальные;4
26-30;24.09.2019 18:55:00;Деньги;Деньги;1040611;Авто;Остальные;13
26-30;24.09.2019 18:56:00;Деньги;Деньги;1040612;Авто;Остальные;18
26-30;24.09.2019 18:57:00;Деньги;Деньги;1040613;Авто;Остальные;15
26-30;24.09.2019 18:58:00;Деньги;Деньги;1040614;Авто;Остальные;13
26-30;24.09.2019 18:59:00;Деньги;Деньги;1040615;Авто;Остальные;13
26-30;24.09.2019 19:00:00;Деньги;Деньги;1040616;Авто;Остальные;5
31-35;24.09.2019 18:30:00;Деньги;Деньги;1040617;Авто;Остальные;1
31-35;24.09.2019 18:54:00;Деньги;Деньги;1040618;Авто;Остальные;1
31-35;24.09.2019 18:55:00;Деньги;Деньги;1040619;Авто;Остальные;4
31-35;24.09.2019 18:56:00;Деньги;Деньги;1040620;Авто;Остальные;10
31-35;24.09.2019 18:57:00;Деньги;Деньги;1040621;Авто;Остальные;9
31-35;24.09.2019 18:58:00;Деньги;Деньги;1040622;Авто;Остальные;14
31-35;24.09.2019 18:59:00;Деньги;Деньги;1040623;Авто;Остальные;11
31-35;24.09.2019 19:00:00;Деньги;Деньги;1040624;Авто;Остальные;6
36-40;24.09.2019 18:30:00;Деньги;Деньги;1040625;Авто;Остальные;1
36-40;24.09.2019 18:32:00;Деньги;Деньги;1040626;Авто;Остальные;1
36-40;24.09.2019 18:52:00;Деньги;Деньги;1040627;Авто;Остальные;1
36-40;24.09.2019 18:54:00;Деньги;Деньги;1040628;Авто;Остальные;1
36-40;24.09.2019 18:55:00;Деньги;Деньги;1040629;Авто;Остальные;4
36-40;24.09.2019 18:56:00;Деньги;Деньги;1040630;Авто;Остальные;10
36-40;24.09.2019 18:57:00;Деньги;Деньги;1040631;Авто;Остальные;8
36-40;24.09.2019 18:58:00;Деньги;Деньги;1040632;Авто;Остальные;7
36-40;24.09.2019 18:59:00;Деньги;Деньги;1040633;Авто;Остальные;6
36-40;24.09.2019 19:00:00;Деньги;Деньги;1040634;Авто;Остальные;3
41-45;24.09.2019 18:29:00;Деньги;Деньги;1040635;Авто;Остальные;2
41-45;24.09.2019 18:30:00;Деньги;Деньги;1040636;Авто;Остальные;1
41-45;24.09.2019 18:33:00;Деньги;Деньги;1040637;Авто;Остальные;1
41-45;24.09.2019 18:55:00;Деньги;Деньги;1040638;Авто;Остальные;1
41-45;24.09.2019 18:56:00;Деньги;Деньги;1040639;Авто;Остальные;2
41-45;24.09.2019 18:57:00;Деньги;Деньги;1040640;Авто;Остальные;5
41-45;24.09.2019 18:58:00;Деньги;Деньги;1040641;Авто;Остальные;2
41-45;24.09.2019 18:59:00;Деньги;Деньги;1040642;Авто;Остальные;1
45+;24.09.2019 18:54:00;Деньги;Деньги;1040643;Авто;Остальные;1
45+;24.09.2019 18:55:00;Деньги;Деньги;1040644;Авто;Остальные;1
45+;24.09.2019 18:56:00;Деньги;Деньги;1040645;Авто;Остальные;3
45+;24.09.2019 18:57:00;Деньги;Деньги;1040646;Авто;Остальные;2
45+;24.09.2019 18:58:00;Деньги;Деньги;1040647;Авто;Остальные;9
45+;24.09.2019 19:00:00;Деньги;Деньги;1040648;Авто;Остальные;1
18-25;24.09.2019 18:32:00;Деньги;Деньги;1040649;Деньги;Остальные;2
18-25;24.09.2019 18:33:00;Деньги;Деньги;1040650;Деньги;Остальные;1
18-25;24.09.2019 18:53:00;Деньги;Деньги;1040651;Деньги;Остальные;1
18-25;24.09.2019 18:54:00;Деньги;Деньги;1040652;Деньги;Остальные;3
18-25;24.09.2019 18:55:00;Деньги;Деньги;1040653;Деньги;Остальные;14
18-25;24.09.2019 18:56:00;Деньги;Деньги;1040654;Деньги;Остальные;18
18-25;24.09.2019 18:57:00;Деньги;Деньги;1040655;Деньги;Остальные;23
18-25;24.09.2019 18:58:00;Деньги;Деньги;1040656;Деньги;Остальные;15
18-25;24.09.2019 18:59:00;Деньги;Деньги;1040657;Деньги;Остальные;13
18-25;24.09.2019 19:00:00;Деньги;Деньги;1040658;Деньги;Остальные;7
26-30;24.09.2019 18:55:00;Деньги;Деньги;1040659;Деньги;Остальные;3
26-30;24.09.2019 18:56:00;Деньги;Деньги;1040660;Деньги;Остальные;6
26-30;24.09.2019 18:57:00;Деньги;Деньги;1040661;Деньги;Остальные;4
26-30;24.09.2019 18:58:00;Деньги;Деньги;1040662;Деньги;Остальные;5
26-30;24.09.2019 18:59:00;Деньги;Деньги;1040663;Деньги;Остальные;8
26-30;24.09.2019 19:00:00;Деньги;Деньги;1040664;Деньги;Остальные;2
31-35;24.09.2019 18:30:00;Деньги;Деньги;1040665;Деньги;Остальные;1
31-35;24.09.2019 18:31:00;Деньги;Деньги;1040666;Деньги;Остальные;1
31-35;24.09.2019 18:33:00;Деньги;Деньги;1040667;Деньги;Остальные;1
31-35;24.09.2019 18:54:00;Деньги;Деньги;1040668;Деньги;Остальные;4
31-35;24.09.2019 18:55:00;Деньги;Деньги;1040669;Деньги;Остальные;1
31-35;24.09.2019 18:56:00;Деньги;Деньги;1040670;Деньги;Остальные;4
31-35;24.09.2019 18:57:00;Деньги;Деньги;1040671;Деньги;Остальные;8
31-35;24.09.2019 18:58:00;Деньги;Деньги;1040672;Деньги;Остальные;9
31-35;24.09.2019 18:59:00;Деньги;Деньги;1040673;Деньги;Остальные;6
36-40;24.09.2019 18:28:00;Деньги;Деньги;1040674;Деньги;Остальные;1
36-40;24.09.2019 18:55:00;Деньги;Деньги;1040675;Деньги;Остальные;3
36-40;24.09.2019 18:56:00;Деньги;Деньги;1040676;Деньги;Остальные;6
36-40;24.09.2019 18:58:00;Деньги;Деньги;1040677;Деньги;Остальные;5
36-40;24.09.2019 18:59:00;Деньги;Деньги;1040678;Деньги;Остальные;6
36-40;24.09.2019 19:00:00;Деньги;Деньги;1040679;Деньги;Остальные;1
41-45;24.09.2019 18:29:00;Деньги;Деньги;1040680;Деньги;Остальные;1
41-45;24.09.2019 18:54:00;Деньги;Деньги;1040681;Деньги;Остальные;3
41-45;24.09.2019 18:55:00;Деньги;Деньги;1040682;Деньги;Остальные;2
41-45;24.09.2019 18:56:00;Деньги;Деньги;1040683;Деньги;Остальные;5
41-45;24.09.2019 18:57:00;Деньги;Деньги;1040684;Деньги;Остальные;2
41-45;24.09.2019 18:58:00;Деньги;Деньги;1040685;Деньги;Остальные;1
41-45;24.09.2019 18:59:00;Деньги;Деньги;1040686;Деньги;Остальные;1
45+;24.09.2019 18:56:00;Деньги;Деньги;1040687;Деньги;Остальные;2
45+;24.09.2019 18:57:00;Деньги;Деньги;1040688;Деньги;Остальные;2
45+;24.09.2019 18:58:00;Деньги;Деньги;1040689;Деньги;Остальные;2
18-25;24.09.2019 18:28:00;Деньги;Деньги;1040690;Дети;Остальные;1
18-25;24.09.2019 18:29:00;Деньги;Деньги;1040691;Дети;Остальные;2
18-25;24.09.2019 18:30:00;Деньги;Деньги;1040692;Дети;Остальные;2
18-25;24.09.2019 18:31:00;Деньги;Деньги;1040693;Дети;Остальные;5
18-25;24.09.2019 18:32:00;Деньги;Деньги;1040694;Дети;Остальные;10
18-25;24.09.2019 18:33:00;Деньги;Деньги;1040695;Дети;Остальные;3
18-25;24.09.2019 18:53:00;Деньги;Деньги;1040696;Дети;Остальные;1
18-25;24.09.2019 18:54:00;Деньги;Деньги;1040697;Дети;Остальные;11
18-25;24.09.2019 18:55:00;Деньги;Деньги;1040698;Дети;Остальные;33
18-25;24.09.2019 18:56:00;Деньги;Деньги;1040699;Дети;Остальные;66
18-25;24.09.2019 18:57:00;Деньги;Деньги;1040700;Дети;Остальные;72
18-25;24.09.2019 18:58:00;Деньги;Деньги;1040701;Дети;Остальные;71
18-25;24.09.2019 18:59:00;Деньги;Деньги;1040702;Дети;Остальные;61
18-25;24.09.2019 19:00:00;Деньги;Деньги;1040703;Дети;Остальные;15
26-30;24.09.2019 18:30:00;Деньги;Деньги;1040704;Дети;Остальные;2
26-30;24.09.2019 18:31:00;Деньги;Деньги;1040705;Дети;Остальные;1
26-30;24.09.2019 18:53:00;Деньги;Деньги;1040706;Дети;Остальные;4
26-30;24.09.2019 18:54:00;Деньги;Деньги;1040707;Дети;Остальные;6
26-30;24.09.2019 18:55:00;Деньги;Деньги;1040708;Дети;Остальные;12
26-30;24.09.2019 18:56:00;Деньги;Деньги;1040709;Дети;Остальные;33
26-30;24.09.2019 18:57:00;Деньги;Деньги;1040710;Дети;Остальные;25
26-30;24.09.2019 18:58:00;Деньги;Деньги;1040711;Дети;Остальные;25
26-30;24.09.2019 18:59:00;Деньги;Деньги;1040712;Дети;Остальные;33
26-30;24.09.2019 19:00:00;Деньги;Деньги;1040713;Дети;Остальные;9
31-35;24.09.2019 18:28:00;Деньги;Деньги;1040714;Дети;Остальные;1
31-35;24.09.2019 18:30:00;Деньги;Деньги;1040715;Дети;Остальные;4
31-35;24.09.2019 18:31:00;Деньги;Деньги;1040716;Дети;Остальные;2
31-35;24.09.2019 18:33:00;Деньги;Деньги;1040717;Дети;Остальные;1
31-35;24.09.2019 18:34:00;Деньги;Деньги;1040718;Дети;Остальные;3
31-35;24.09.2019 18:52:00;Деньги;Деньги;1040719;Дети;Остальные;1
31-35;24.09.2019 18:53:00;Деньги;Деньги;1040720;Дети;Остальные;1
31-35;24.09.2019 18:54:00;Деньги;Деньги;1040721;Дети;Остальные;9
31-35;24.09.2019 18:55:00;Деньги;Деньги;1040722;Дети;Остальные;18
31-35;24.09.2019 18:56:00;Деньги;Деньги;1040723;Дети;Остальные;20
31-35;24.09.2019 18:57:00;Деньги;Деньги;1040724;Дети;Остальные;42
31-35;24.09.2019 18:58:00;Деньги;Деньги;1040725;Дети;Остальные;24
31-35;24.09.2019 18:59:00;Деньги;Деньги;1040726;Дети;Остальные;30
31-35;24.09.2019 19:00:00;Деньги;Деньги;1040727;Дети;Остальные;12
36-40;24.09.2019 18:28:00;Деньги;Деньги;1040728;Дети;Остальные;1
36-40;24.09.2019 18:30:00;Деньги;Деньги;1040729;Дети;Остальные;2
36-40;24.09.2019 18:33:00;Деньги;Деньги;1040730;Дети;Остальные;1
36-40;24.09.2019 18:53:00;Деньги;Деньги;1040731;Дети;Остальные;1
36-40;24.09.2019 18:54:00;Деньги;Деньги;1040732;Дети;Остальные;6
36-40;24.09.2019 18:55:00;Деньги;Деньги;1040733;Дети;Остальные;17
36-40;24.09.2019 18:56:00;Деньги;Деньги;1040734;Дети;Остальные;16
36-40;24.09.2019 18:57:00;Деньги;Деньги;1040735;Дети;Остальные;21
36-40;24.09.2019 18:58:00;Деньги;Деньги;1040736;Дети;Остальные;33
36-40;24.09.2019 18:59:00;Деньги;Деньги;1040737;Дети;Остальные;21
36-40;24.09.2019 19:00:00;Деньги;Деньги;1040738;Дети;Остальные;5
41-45;24.09.2019 18:28:00;Деньги;Деньги;1040739;Дети;Остальные;1
41-45;24.09.2019 18:30:00;Деньги;Деньги;1040740;Дети;Остальные;1
41-45;24.09.2019 18:31:00;Деньги;Деньги;1040741;Дети;Остальные;1
41-45;24.09.2019 18:32:00;Деньги;Деньги;1040742;Дети;Остальные;1
41-45;24.09.2019 18:54:00;Деньги;Деньги;1040743;Дети;Остальные;1
41-45;24.09.2019 18:55:00;Деньги;Деньги;1040744;Дети;Остальные;7
41-45;24.09.2019 18:56:00;Деньги;Деньги;1040745;Дети;Остальные;1
41-45;24.09.2019 18:57:00;Деньги;Деньги;1040746;Дети;Остальные;13
41-45;24.09.2019 18:58:00;Деньги;Деньги;1040747;Дети;Остальные;10
41-45;24.09.2019 18:59:00;Деньги;Деньги;1040748;Дети;Остальные;7
41-45;24.09.2019 19:00:00;Деньги;Деньги;1040749;Дети;Остальные;1
45+;24.09.2019 18:52:00;Деньги;Деньги;1040750;Дети;Остальные;1
45+;24.09.2019 18:55:00;Деньги;Деньги;1040751;Дети;Остальные;4
45+;24.09.2019 18:56:00;Деньги;Деньги;1040752;Дети;Остальные;2
45+;24.09.2019 18:57:00;Деньги;Деньги;1040753;Дети;Остальные;4
45+;24.09.2019 18:58:00;Деньги;Деньги;1040754;Дети;Остальные;5
45+;24.09.2019 18:59:00;Деньги;Деньги;1040755;Дети;Остальные;1
45+;24.09.2019 19:00:00;Деньги;Деньги;1040756;Дети;Остальные;3
18-25;24.09.2019 18:29:00;Деньги;Деньги;1040757;Еда;Остальные;2
18-25;24.09.2019 18:30:00;Деньги;Деньги;1040758;Еда;Остальные;1
18-25;24.09.2019 18:31:00;Деньги;Деньги;1040759;Еда;Остальные;2
18-25;24.09.2019 18:32:00;Деньги;Деньги;1040760;Еда;Остальные;1
18-25;24.09.2019 18:52:00;Деньги;Деньги;1040761;Еда;Остальные;1
18-25;24.09.2019 18:53:00;Деньги;Деньги;1040762;Еда;Остальные;2
18-25;24.09.2019 18:54:00;Деньги;Деньги;1040763;Еда;Остальные;3
18-25;24.09.2019 18:55:00;Деньги;Деньги;1040764;Еда;Остальные;10
18-25;24.09.2019 18:56:00;Деньги;Деньги;1040765;Еда;Остальные;16
18-25;24.09.2019 18:57:00;Деньги;Деньги;1040766;Еда;Остальные;21
18-25;24.09.2019 18:58:00;Деньги;Деньги;1040767;Еда;Остальные;22
18-25;24.09.2019 18:59:00;Деньги;Деньги;1040768;Еда;Остальные;23
18-25;24.09.2019 19:00:00;Деньги;Деньги;1040769;Еда;Остальные;8
26-30;24.09.2019 18:31:00;Деньги;Деньги;1040770;Еда;Остальные;1
26-30;24.09.2019 18:32:00;Деньги;Деньги;1040771;Еда;Остальные;2
26-30;24.09.2019 18:54:00;Деньги;Деньги;1040772;Еда;Остальные;3
26-30;24.09.2019 18:55:00;Деньги;Деньги;1040773;Еда;Остальные;5
26-30;24.09.2019 18:56:00;Деньги;Деньги;1040774;Еда;Остальные;8
26-30;24.09.2019 18:57:00;Деньги;Деньги;1040775;Еда;Остальные;7
26-30;24.09.2019 18:58:00;Деньги;Деньги;1040776;Еда;Остальные;4
26-30;24.09.2019 18:59:00;Деньги;Деньги;1040777;Еда;Остальные;2
31-35;24.09.2019 18:54:00;Деньги;Деньги;1040778;Еда;Остальные;2
31-35;24.09.2019 18:55:00;Деньги;Деньги;1040779;Еда;Остальные;1
31-35;24.09.2019 18:56:00;Деньги;Деньги;1040780;Еда;Остальные;4
31-35;24.09.2019 18:57:00;Деньги;Деньги;1040781;Еда;Остальные;7
31-35;24.09.2019 18:58:00;Деньги;Деньги;1040782;Еда;Остальные;3
31-35;24.09.2019 18:59:00;Деньги;Деньги;1040783;Еда;Остальные;4
31-35;24.09.2019 19:00:00;Деньги;Деньги;1040784;Еда;Остальные;1
36-40;24.09.2019 18:57:00;Деньги;Деньги;1040785;Еда;Остальные;9
36-40;24.09.2019 18:58:00;Деньги;Деньги;1040786;Еда;Остальные;2
36-40;24.09.2019 18:59:00;Деньги;Деньги;1040787;Еда;Остальные;1
36-40;24.09.2019 19:00:00;Деньги;Деньги;1040788;Еда;Остальные;5
41-45;24.09.2019 18:54:00;Деньги;Деньги;1040789;Еда;Остальные;1
41-45;24.09.2019 18:55:00;Деньги;Деньги;1040790;Еда;Остальные;1
41-45;24.09.2019 18:57:00;Деньги;Деньги;1040791;Еда;Остальные;1
41-45;24.09.2019 19:00:00;Деньги;Деньги;1040792;Еда;Остальные;1
45+;24.09.2019 18:55:00;Деньги;Деньги;1040793;Еда;Остальные;1
45+;24.09.2019 18:57:00;Деньги;Деньги;1040794;Еда;Остальные;2
45+;24.09.2019 18:58:00;Деньги;Деньги;1040795;Еда;Остальные;3
18-25;24.09.2019 18:31:00;Деньги;Деньги;1040796;Здоровье;Остальные;2
18-25;24.09.2019 18:54:00;Деньги;Деньги;1040797;Здоровье;Остальные;3
18-25;24.09.2019 18:55:00;Деньги;Деньги;1040798;Здоровье;Остальные;5
18-25;24.09.2019 18:56:00;Деньги;Деньги;1040799;Здоровье;Остальные;3
18-25;24.09.2019 18:57:00;Деньги;Деньги;1040800;Здоровье;Остальные;7
18-25;24.09.2019 18:58:00;Деньги;Деньги;1040801;Здоровье;Остальные;6
18-25;24.09.2019 18:59:00;Деньги;Деньги;1040802;Здоровье;Остальные;6
18-25;24.09.2019 19:00:00;Деньги;Деньги;1040803;Здоровье;Остальные;1
26-30;24.09.2019 18:54:00;Деньги;Деньги;1040804;Здоровье;Остальные;3
26-30;24.09.2019 18:55:00;Деньги;Деньги;1040805;Здоровье;Остальные;2
26-30;24.09.2019 18:57:00;Деньги;Деньги;1040806;Здоровье;Остальные;2
26-30;24.09.2019 18:58:00;Деньги;Деньги;1040807;Здоровье;Остальные;1
26-30;24.09.2019 19:00:00;Деньги;Деньги;1040808;Здоровье;Остальные;1
31-35;24.09.2019 18:56:00;Деньги;Деньги;1040809;Здоровье;Остальные;3
31-35;24.09.2019 18:57:00;Деньги;Деньги;1040810;Здоровье;Остальные;4
31-35;24.09.2019 18:58:00;Деньги;Деньги;1040811;Здоровье;Остальные;3
31-35;24.09.2019 18:59:00;Деньги;Деньги;1040812;Здоровье;Остальные;1
36-40;24.09.2019 18:33:00;Деньги;Деньги;1040813;Здоровье;Остальные;1
36-40;24.09.2019 18:57:00;Деньги;Деньги;1040814;Здоровье;Остальные;2
36-40;24.09.2019 18:59:00;Деньги;Деньги;1040815;Здоровье;Остальные;3
41-45;24.09.2019 18:55:00;Деньги;Деньги;1040816;Здоровье;Остальные;1
41-45;24.09.2019 18:56:00;Деньги;Деньги;1040817;Здоровье;Остальные;2
41-45;24.09.2019 19:00:00;Деньги;Деньги;1040818;Здоровье;Остальные;1
45+;24.09.2019 18:59:00;Деньги;Деньги;1040819;Здоровье;Остальные;1
45+;24.09.2019 19:00:00;Деньги;Деньги;1040820;Здоровье;Остальные;1
18-25;24.09.2019 18:28:00;Деньги;Деньги;1040821;Знаменитости;Остальные;1
18-25;24.09.2019 18:29:00;Деньги;Деньги;1040822;Знаменитости;Остальные;3
18-25;24.09.2019 18:30:00;Деньги;Деньги;1040823;Знаменитости;Остальные;1
18-25;24.09.2019 18:31:00;Деньги;Деньги;1040824;Знаменитости;Остальные;2
18-25;24.09.2019 18:32:00;Деньги;Деньги;1040825;Знаменитости;Остальные;2
18-25;24.09.2019 18:33:00;Деньги;Деньги;1040826;Знаменитости;Остальные;2
18-25;24.09.2019 18:52:00;Деньги;Деньги;1040827;Знаменитости;Остальные;1
18-25;24.09.2019 18:53:00;Деньги;Деньги;1040828;Знаменитости;Остальные;2
18-25;24.09.2019 18:54:00;Деньги;Деньги;1040829;Знаменитости;Остальные;7
18-25;24.09.2019 18:55:00;Деньги;Деньги;1040830;Знаменитости;Остальные;23
18-25;24.09.2019 18:56:00;Деньги;Деньги;1040831;Знаменитости;Остальные;38
18-25;24.09.2019 18:57:00;Деньги;Деньги;1040832;Знаменитости;Остальные;42
18-25;24.09.2019 18:58:00;Деньги;Деньги;1040833;Знаменитости;Остальные;43
18-25;24.09.2019 18:59:00;Деньги;Деньги;1040834;Знаменитости;Остальные;44
18-25;24.09.2019 19:00:00;Деньги;Деньги;1040835;Знаменитости;Остальные;14
26-30;24.09.2019 18:31:00;Деньги;Деньги;1040836;Знаменитости;Остальные;3
26-30;24.09.2019 18:32:00;Деньги;Деньги;1040837;Знаменитости;Остальные;3
26-30;24.09.2019 18:54:00;Деньги;Деньги;1040838;Знаменитости;Остальные;5
26-30;24.09.2019 18:55:00;Деньги;Деньги;1040839;Знаменитости;Остальные;4
26-30;24.09.2019 18:56:00;Деньги;Деньги;1040840;Знаменитости;Остальные;13
26-30;24.09.2019 18:57:00;Деньги;Деньги;1040841;Знаменитости;Остальные;13
26-30;24.09.2019 18:58:00;Деньги;Деньги;1040842;Знаменитости;Остальные;21
26-30;24.09.2019 18:59:00;Деньги;Деньги;1040843;Знаменитости;Остальные;12
26-30;24.09.2019 19:00:00;Деньги;Деньги;1040844;Знаменитости;Остальные;4
31-35;24.09.2019 18:29:00;Деньги;Деньги;1040845;Знаменитости;Остальные;2
31-35;24.09.2019 18:31:00;Деньги;Деньги;1040846;Знаменитости;Остальные;4
31-35;24.09.2019 18:33:00;Деньги;Деньги;1040847;Знаменитости;Остальные;1
31-35;24.09.2019 18:52:00;Деньги;Деньги;1040848;Знаменитости;Остальные;1
31-35;24.09.2019 18:54:00;Деньги;Деньги;1040849;Знаменитости;Остальные;7
31-35;24.09.2019 18:55:00;Деньги;Деньги;1040850;Знаменитости;Остальные;15
31-35;24.09.2019 18:56:00;Деньги;Деньги;1040851;Знаменитости;Остальные;24
31-35;24.09.2019 18:57:00;Деньги;Деньги;1040852;Знаменитости;Остальные;24
31-35;24.09.2019 18:58:00;Деньги;Деньги;1040853;Знаменитости;Остальные;24
31-35;24.09.2019 18:59:00;Деньги;Деньги;1040854;Знаменитости;Остальные;20
31-35;24.09.2019 19:00:00;Деньги;Деньги;1040855;Знаменитости;Остальные;8
36-40;24.09.2019 18:28:00;Деньги;Деньги;1040856;Знаменитости;Остальные;1
36-40;24.09.2019 18:29:00;Деньги;Деньги;1040857;Знаменитости;Остальные;3
36-40;24.09.2019 18:30:00;Деньги;Деньги;1040858;Знаменитости;Остальные;1
36-40;24.09.2019 18:32:00;Деньги;Деньги;1040859;Знаменитости;Остальные;3
36-40;24.09.2019 18:53:00;Деньги;Деньги;1040860;Знаменитости;Остальные;1
36-40;24.09.2019 18:54:00;Деньги;Деньги;1040861;Знаменитости;Остальные;6
36-40;24.09.2019 18:55:00;Деньги;Деньги;1040862;Знаменитости;Остальные;6
36-40;24.09.2019 18:56:00;Деньги;Деньги;1040863;Знаменитости;Остальные;14
36-40;24.09.2019 18:57:00;Деньги;Деньги;1040864;Знаменитости;Остальные;24
36-40;24.09.2019 18:58:00;Деньги;Деньги;1040865;Знаменитости;Остальные;22
36-40;24.09.2019 18:59:00;Деньги;Деньги;1040866;Знаменитости;Остальные;16
36-40;24.09.2019 19:00:00;Деньги;Деньги;1040867;Знаменитости;Остальные;7
41-45;24.09.2019 18:55:00;Деньги;Деньги;1040868;Знаменитости;Остальные;3
41-45;24.09.2019 18:56:00;Деньги;Деньги;1040869;Знаменитости;Остальные;3
41-45;24.09.2019 18:57:00;Деньги;Деньги;1040870;Знаменитости;Остальные;15
41-45;24.09.2019 18:58:00;Деньги;Деньги;1040871;Знаменитости;Остальные;8
41-45;24.09.2019 18:59:00;Деньги;Деньги;1040872;Знаменитости;Остальные;5
45+;24.09.2019 18:29:00;Деньги;Деньги;1040873;Знаменитости;Остальные;1
45+;24.09.2019 18:55:00;Деньги;Деньги;1040874;Знаменитости;Остальные;1
45+;24.09.2019 18:56:00;Деньги;Деньги;1040875;Знаменитости;Остальные;1
45+;24.09.2019 18:57:00;Деньги;Деньги;1040876;Знаменитости;Остальные;4
45+;24.09.2019 18:58:00;Деньги;Деньги;1040877;Знаменитости;Остальные;9
45+;24.09.2019 18:59:00;Деньги;Деньги;1040878;Знаменитости;Остальные;2
45+;24.09.2019 19:00:00;Деньги;Деньги;1040879;Знаменитости;Остальные;2
18-25;24.09.2019 18:29:00;Деньги;Деньги;1040880;Интерьеры;Остальные;1
18-25;24.09.2019 18:54:00;Деньги;Деньги;1040881;Интерьеры;Остальные;3
18-25;24.09.2019 18:56:00;Деньги;Деньги;1040882;Интерьеры;Остальные;7
18-25;24.09.2019 18:57:00;Деньги;Деньги;1040883;Интерьеры;Остальные;4
18-25;24.09.2019 18:58:00;Деньги;Деньги;1040884;Интерьеры;Остальные;4
18-25;24.09.2019 18:59:00;Деньги;Деньги;1040885;Интерьеры;Остальные;5
18-25;24.09.2019 19:00:00;Деньги;Деньги;1040886;Интерьеры;Остальные;3
26-30;24.09.2019 18:55:00;Деньги;Деньги;1040887;Интерьеры;Остальные;5
26-30;24.09.2019 18:56:00;Деньги;Деньги;1040888;Интерьеры;Остальные;1
26-30;24.09.2019 18:57:00;Деньги;Деньги;1040889;Интерьеры;Остальные;4
26-30;24.09.2019 18:58:00;Деньги;Деньги;1040890;Интерьеры;Остальные;2
26-30;24.09.2019 18:59:00;Деньги;Деньги;1040891;Интерьеры;Остальные;3
31-35;24.09.2019 18:30:00;Деньги;Деньги;1040892;Интерьеры;Остальные;1
31-35;24.09.2019 18:54:00;Деньги;Деньги;1040893;Интерьеры;Остальные;1
31-35;24.09.2019 18:55:00;Деньги;Деньги;1040894;Интерьеры;Остальные;1
31-35;24.09.2019 18:56:00;Деньги;Деньги;1040895;Интерьеры;Остальные;2
31-35;24.09.2019 18:57:00;Деньги;Деньги;1040896;Интерьеры;Остальные;1
31-35;24.09.2019 18:59:00;Деньги;Деньги;1040897;Интерьеры;Остальные;2
31-35;24.09.2019 19:00:00;Деньги;Деньги;1040898;Интерьеры;Остальные;1
36-40;24.09.2019 18:56:00;Деньги;Деньги;1040899;Интерьеры;Остальные;4
36-40;24.09.2019 18:58:00;Деньги;Деньги;1040900;Интерьеры;Остальные;1
36-40;24.09.2019 18:59:00;Деньги;Деньги;1040901;Интерьеры;Остальные;2
41-45;24.09.2019 18:55:00;Деньги;Деньги;1040902;Интерьеры;Остальные;1
45+;24.09.2019 18:56:00;Деньги;Деньги;1040903;Интерьеры;Остальные;2
45+;24.09.2019 18:59:00;Деньги;Деньги;1040904;Интерьеры;Остальные;1
18-25;24.09.2019 18:31:00;Деньги;Деньги;1040905;Искусство;Остальные;2
18-25;24.09.2019 18:52:00;Деньги;Деньги;1040906;Искусство;Остальные;2
18-25;24.09.2019 18:54:00;Деньги;Деньги;1040907;Искусство;Остальные;1
18-25;24.09.2019 18:55:00;Деньги;Деньги;1040908;Искусство;Остальные;9
18-25;24.09.2019 18:56:00;Деньги;Деньги;1040909;Искусство;Остальные;12
18-25;24.09.2019 18:57:00;Деньги;Деньги;1040910;Искусство;Остальные;19
18-25;24.09.2019 18:58:00;Деньги;Деньги;1040911;Искусство;Остальные;17
18-25;24.09.2019 18:59:00;Деньги;Деньги;1040912;Искусство;Остальные;9
18-25;24.09.2019 19:00:00;Деньги;Деньги;1040913;Искусство;Остальные;4
26-30;24.09.2019 18:31:00;Деньги;Деньги;1040914;Искусство;Остальные;1
26-30;24.09.2019 18:32:00;Деньги;Деньги;1040915;Искусство;Остальные;1
26-30;24.09.2019 18:54:00;Деньги;Деньги;1040916;Искусство;Остальные;1
26-30;24.09.2019 18:55:00;Деньги;Деньги;1040917;Искусство;Остальные;4
26-30;24.09.2019 18:56:00;Деньги;Деньги;1040918;Искусство;Остальные;6
26-30;24.09.2019 18:57:00;Деньги;Деньги;1040919;Искусство;Остальные;9
26-30;24.09.2019 18:58:00;Деньги;Деньги;1040920;Искусство;Остальные;11
