age_segment;dt;item_topic;item_topic (copy);record_id;source_topic;топ-10;visits
36-40;24.09.2019 19:00:00;Здоровье;Здоровье;1045942;Путешествия;Остальные;3
36-40;24.09.2019 19:00:00;Здоровье;Здоровье;1045986;Ремонт;Остальные;1
36-40;24.09.2019 19:00:00;Здоровье;Здоровье;1046042;Россия;Остальные;3
36-40;24.09.2019 19:00:00;Здоровье;Здоровье;1046099;Сад и дача;Остальные;2
36-40;24.09.2019 19:00:00;Здоровье;Здоровье;1046153;Сделай сам;Остальные;9
36-40;24.09.2019 19:00:00;Здоровье;Здоровье;1046216;Семейные отношения;Остальные;12
36-40;24.09.2019 19:00:00;Здоровье;Здоровье;1046276;Семья;Остальные;4
36-40;24.09.2019 19:00:00;Здоровье;Здоровье;1046317;Спорт;Остальные;1
36-40;24.09.2019 19:00:00;Знаменитости;Знаменитости;1046485;Дети;Остальные;3
36-40;24.09.2019 19:00:00;Знаменитости;Знаменитости;1046541;Здоровье;Остальные;2
36-40;24.09.2019 19:00:00;Знаменитости;Знаменитости;1046593;Знаменитости;Остальные;4
36-40;24.09.2019 19:00:00;Знаменитости;Знаменитости;1046659;Искусство;Остальные;4
36-40;24.09.2019 19:00:00;Знаменитости;Знаменитости;1046719;История;Остальные;1
36-40;24.09.2019 19:00:00;Знаменитости;Знаменитости;1046771;Кино;Остальные;5
36-40;24.09.2019 19:00:00;Знаменитости;Знаменитости;1046856;Одежда;Остальные;2
36-40;24.09.2019 19:00:00;Знаменитости;Знаменитости;1047001;Путешествия;Остальные;3
36-40;24.09.2019 19:00:00;Знаменитости;Знаменитости;1047080;Россия;Остальные;17
36-40;24.09.2019 19:00:00;Знаменитости;Знаменитости;1047169;Семейные отношения;Остальные;10
36-40;24.09.2019 19:00:00;Знаменитости;Знаменитости;1047220;Семья;Остальные;2
36-40;24.09.2019 19:00:00;Знаменитости;Знаменитости;1047278;Спорт;Остальные;3
36-40;24.09.2019 19:00:00;Знаменитости;Знаменитости;1047311;Строительство;Остальные;1
36-40;24.09.2019 19:00:00;Интересные факты;Интересные факты;1047435;Авто;Топ-10 тем;12
36-40;24.09.2019 19:00:00;Интересные факты;Интересные факты;1047535;Дети;Топ-10 тем;4
36-40;24.09.2019 19:00:00;Интересные факты;Интересные факты;1047589;Еда;Топ-10 тем;1
36-40;24.09.2019 19:00:00;Интересные факты;Интересные факты;1047658;Здоровье;Топ-10 тем;10
36-40;24.09.2019 19:00:00;Интересные факты;Интересные факты;1047729;Знаменитости;Топ-10 тем;9
36-40;24.09.2019 19:00:00;Интересные факты;Интересные факты;1047764;Интерьеры;Топ-10 тем;1
36-40;24.09.2019 19:00:00;Интересные факты;Интересные факты;1047821;Искусство;Топ-10 тем;2
36-40;24.09.2019 19:00:00;Интересные факты;Интересные факты;1047892;История;Топ-10 тем;7
36-40;24.09.2019 19:00:00;Интересные факты;Интересные факты;1047964;Кино;Топ-10 тем;13
36-40;24.09.2019 19:00:00;Интересные факты;Интересные факты;1048023;Музыка;Топ-10 тем;5
36-40;24.09.2019 19:00:00;Интересные факты;Интересные факты;1048084;Одежда;Топ-10 тем;2
36-40;24.09.2019 19:00:00;Интересные факты;Интересные факты;1048159;Полезные советы;Топ-10 тем;15
36-40;24.09.2019 19:00:00;Интересные факты;Интересные факты;1048219;Политика;Топ-10 тем;2
36-40;24.09.2019 19:00:00;Интересные факты;Интересные факты;1048278;Психология;Топ-10 тем;4
36-40;24.09.2019 19:00:00;Интересные факты;Интересные факты;1048344;Путешествия;Топ-10 тем;12
36-40;24.09.2019 19:00:00;Интересные факты;Интересные факты;1048468;Россия;Топ-10 тем;21
36-40;24.09.2019 19:00:00;Интересные факты;Интересные факты;1048542;Сад и дача;Топ-10 тем;2
36-40;24.09.2019 19:00:00;Интересные факты;Интересные факты;1048600;Сделай сам;Топ-10 тем;3
36-40;24.09.2019 19:00:00;Интересные факты;Интересные факты;1048669;Семейные отношения;Топ-10 тем;12
36-40;24.09.2019 19:00:00;Интересные факты;Интересные факты;1048737;Семья;Топ-10 тем;2
36-40;24.09.2019 19:00:00;Интересные факты;Интересные факты;1048791;Спорт;Топ-10 тем;3
36-40;24.09.2019 19:00:00;Интересные факты;Интересные факты;1048833;Строительство;Топ-10 тем;3
36-40;24.09.2019 19:00:00;Интересные факты;Интересные факты;1048881;Технологии;Топ-10 тем;1
36-40;24.09.2019 19:00:00;Интересные факты;Интересные факты;1048913;Финансы;Топ-10 тем;1
36-40;24.09.2019 19:00:00;Искусство;Искусство;1048948;Авто;Остальные;2
36-40;24.09.2019 19:00:00;Искусство;Искусство;1048986;Деньги;Остальные;1
36-40;24.09.2019 19:00:00;Искусство;Искусство;1049030;Дети;Остальные;3
36-40;24.09.2019 19:00:00;Искусство;Искусство;1049083;Здоровье;Остальные;1
36-40;24.09.2019 19:00:00;Искусство;Искусство;1049134;Знаменитости;Остальные;12
36-40;24.09.2019 19:00:00;Искусство;Искусство;1049184;Интерьеры;Остальные;2
36-40;24.09.2019 19:00:00;Искусство;Искусство;1049229;Искусство;Остальные;7
36-40;24.09.2019 19:00:00;Искусство;Искусство;1049360;Кино;Остальные;13
36-40;24.09.2019 19:00:00;Искусство;Искусство;1049410;Музыка;Остальные;1
36-40;24.09.2019 19:00:00;Искусство;Искусство;1049458;Одежда;Остальные;2
36-40;24.09.2019 19:00:00;Искусство;Искусство;1049514;Полезные советы;Остальные;2
36-40;24.09.2019 19:00:00;Искусство;Искусство;1049645;Путешествия;Остальные;3
36-40;24.09.2019 19:00:00;Искусство;Искусство;1049755;Россия;Остальные;3
36-40;24.09.2019 19:00:00;Искусство;Искусство;1049819;Сделай сам;Остальные;1
36-40;24.09.2019 19:00:00;Искусство;Искусство;1049876;Семейные отношения;Остальные;4
36-40;24.09.2019 19:00:00;Искусство;Искусство;1049936;Семья;Остальные;4
36-40;24.09.2019 19:00:00;История;История;1050077;Авто;Топ-10 тем;2
36-40;24.09.2019 19:00:00;История;История;1050123;Деньги;Топ-10 тем;3
36-40;24.09.2019 19:00:00;История;История;1050185;Дети;Топ-10 тем;11
36-40;24.09.2019 19:00:00;История;История;1050226;Еда;Топ-10 тем;2
36-40;24.09.2019 19:00:00;История;История;1050283;Здоровье;Топ-10 тем;9
36-40;24.09.2019 19:00:00;История;История;1050350;Знаменитости;Топ-10 тем;11
36-40;24.09.2019 19:00:00;История;История;1050435;Искусство;Топ-10 тем;2
36-40;24.09.2019 19:00:00;История;История;1050568;Кино;Топ-10 тем;7
36-40;24.09.2019 19:00:00;История;История;1050617;Музыка;Топ-10 тем;2
36-40;24.09.2019 19:00:00;История;История;1050663;Одежда;Топ-10 тем;3
36-40;24.09.2019 19:00:00;История;История;1050720;Полезные советы;Топ-10 тем;7
36-40;24.09.2019 19:00:00;История;История;1050780;Политика;Топ-10 тем;6
36-40;24.09.2019 19:00:00;История;История;1050906;Путешествия;Топ-10 тем;21
36-40;24.09.2019 19:00:00;История;История;1050962;Ремонт;Топ-10 тем;1
36-40;24.09.2019 19:00:00;История;История;1051026;Россия;Топ-10 тем;15
36-40;24.09.2019 19:00:00;История;История;1051079;Сад и дача;Топ-10 тем;1
36-40;24.09.2019 19:00:00;История;История;1051194;Семейные отношения;Топ-10 тем;5
36-40;24.09.2019 19:00:00;История;История;1051261;Семья;Топ-10 тем;2
36-40;24.09.2019 19:00:00;История;История;1051311;Спорт;Топ-10 тем;2
36-40;24.09.2019 19:00:00;История;История;1051365;Технологии;Топ-10 тем;2
36-40;24.09.2019 19:00:00;Красота;Красота;1051486;Дети;Остальные;8
36-40;24.09.2019 19:00:00;Красота;Красота;1051535;Еда;Остальные;1
36-40;24.09.2019 19:00:00;Красота;Красота;1051595;Здоровье;Остальные;5
36-40;24.09.2019 19:00:00;Красота;Красота;1051663;Знаменитости;Остальные;17
36-40;24.09.2019 19:00:00;Красота;Красота;1051808;История;Остальные;2
36-40;24.09.2019 19:00:00;Красота;Красота;1051856;Кино;Остальные;4
36-40;24.09.2019 19:00:00;Красота;Красота;1051931;Одежда;Остальные;3
36-40;24.09.2019 19:00:00;Красота;Красота;1051998;Полезные советы;Остальные;6
36-40;24.09.2019 19:00:00;Красота;Красота;1052051;Политика;Остальные;2
36-40;24.09.2019 19:00:00;Красота;Красота;1052090;Психология;Остальные;1
36-40;24.09.2019 19:00:00;Красота;Красота;1052146;Путешествия;Остальные;2
36-40;24.09.2019 19:00:00;Красота;Красота;1052197;Ремонт;Остальные;1
36-40;24.09.2019 19:00:00;Красота;Красота;1052249;Россия;Остальные;1
36-40;24.09.2019 19:00:00;Красота;Красота;1052304;Сад и дача;Остальные;1
36-40;24.09.2019 19:00:00;Красота;Красота;1052359;Сделай сам;Остальные;2
36-40;24.09.2019 19:00:00;Красота;Красота;1052424;Семейные отношения;Остальные;12
36-40;24.09.2019 19:00:00;Красота;Красота;1052476;Семья;Остальные;1
36-40;24.09.2019 19:00:00;Красота;Красота;1052540;Строительство;Остальные;3
36-40;24.09.2019 19:00:00;Культура;Культура;1052696;Дети;Остальные;2
36-40;24.09.2019 19:00:00;Культура;Культура;1052818;Знаменитости;Остальные;16
36-40;24.09.2019 19:00:00;Культура;Культура;1052867;Интерьеры;Остальные;1
36-40;24.09.2019 19:00:00;Культура;Культура;1052928;Искусство;Остальные;4
36-40;24.09.2019 19:00:00;Культура;Культура;1052990;История;Остальные;5
36-40;24.09.2019 19:00:00;Культура;Культура;1053061;Кино;Остальные;18
36-40;24.09.2019 19:00:00;Культура;Культура;1053119;Музыка;Остальные;1
36-40;24.09.2019 19:00:00;Культура;Культура;1053166;Одежда;Остальные;3
36-40;24.09.2019 19:00:00;Культура;Культура;1053255;Политика;Остальные;7
36-40;24.09.2019 19:00:00;Культура;Культура;1053290;Психология;Остальные;1
36-40;24.09.2019 19:00:00;Культура;Культура;1053335;Путешествия;Остальные;2
36-40;24.09.2019 19:00:00;Культура;Культура;1053383;Ремонт;Остальные;1
36-40;24.09.2019 19:00:00;Культура;Культура;1053443;Россия;Остальные;2
36-40;24.09.2019 19:00:00;Культура;Культура;1053491;Сад и дача;Остальные;2
36-40;24.09.2019 19:00:00;Культура;Культура;1053583;Семейные отношения;Остальные;7
36-40;24.09.2019 19:00:00;Культура;Культура;1053642;Семья;Остальные;6
36-40;24.09.2019 19:00:00;Культура;Культура;1053680;Спорт;Остальные;1
36-40;24.09.2019 19:00:00;Культура;Культура;1053751;Финансы;Остальные;1
36-40;24.09.2019 19:00:00;Наука;Наука;1053803;Авто;Топ-10 тем;12
36-40;24.09.2019 19:00:00;Наука;Наука;1053858;Деньги;Топ-10 тем;1
36-40;24.09.2019 19:00:00;Наука;Наука;1053918;Дети;Топ-10 тем;9
36-40;24.09.2019 19:00:00;Наука;Наука;1054011;Здоровье;Топ-10 тем;8
36-40;24.09.2019 19:00:00;Наука;Наука;1054082;Знаменитости;Топ-10 тем;10
36-40;24.09.2019 19:00:00;Наука;Наука;1054185;Искусство;Топ-10 тем;5
36-40;24.09.2019 19:00:00;Наука;Наука;1054252;История;Топ-10 тем;5
36-40;24.09.2019 19:00:00;Наука;Наука;1054328;Кино;Топ-10 тем;27
36-40;24.09.2019 19:00:00;Наука;Наука;1054387;Музыка;Топ-10 тем;3
36-40;24.09.2019 19:00:00;Наука;Наука;1054441;Одежда;Топ-10 тем;4
36-40;24.09.2019 19:00:00;Наука;Наука;1054510;Полезные советы;Топ-10 тем;11
36-40;24.09.2019 19:00:00;Наука;Наука;1054616;Психология;Топ-10 тем;1
36-40;24.09.2019 19:00:00;Наука;Наука;1054688;Путешествия;Топ-10 тем;12
36-40;24.09.2019 19:00:00;Наука;Наука;1054748;Ремонт;Топ-10 тем;1
36-40;24.09.2019 19:00:00;Наука;Наука;1054817;Россия;Топ-10 тем;18
36-40;24.09.2019 19:00:00;Наука;Наука;1054990;Семейные отношения;Топ-10 тем;10
36-40;24.09.2019 19:00:00;Наука;Наука;1055058;Семья;Топ-10 тем;3
36-40;24.09.2019 19:00:00;Наука;Наука;1055120;Спорт;Топ-10 тем;5
36-40;24.09.2019 19:00:00;Наука;Наука;1055164;Строительство;Топ-10 тем;1
36-40;24.09.2019 19:00:00;Наука;Наука;1055213;Технологии;Топ-10 тем;6
36-40;24.09.2019 19:00:00;Общество;Общество;1055301;Авто;Топ-10 тем;4
36-40;24.09.2019 19:00:00;Общество;Общество;1055362;Деньги;Топ-10 тем;3
36-40;24.09.2019 19:00:00;Общество;Общество;1055425;Дети;Топ-10 тем;7
36-40;24.09.2019 19:00:00;Общество;Общество;1055470;Еда;Топ-10 тем;1
36-40;24.09.2019 19:00:00;Общество;Общество;1055531;Здоровье;Топ-10 тем;7
36-40;24.09.2019 19:00:00;Общество;Общество;1055597;Знаменитости;Топ-10 тем;12
36-40;24.09.2019 19:00:00;Общество;Общество;1055632;Интерьеры;Топ-10 тем;1
36-40;24.09.2019 19:00:00;Общество;Общество;1055729;История;Топ-10 тем;6
36-40;24.09.2019 19:00:00;Общество;Общество;1055788;Кино;Топ-10 тем;3
36-40;24.09.2019 19:00:00;Общество;Общество;1055862;Одежда;Топ-10 тем;2
36-40;24.09.2019 19:00:00;Общество;Общество;1055932;Полезные советы;Топ-10 тем;9
36-40;24.09.2019 19:00:00;Общество;Общество;1056004;Политика;Топ-10 тем;9
36-40;24.09.2019 19:00:00;Общество;Общество;1056073;Психология;Топ-10 тем;9
36-40;24.09.2019 19:00:00;Общество;Общество;1056140;Путешествия;Топ-10 тем;5
36-40;24.09.2019 19:00:00;Общество;Общество;1056263;Россия;Топ-10 тем;14
36-40;24.09.2019 19:00:00;Общество;Общество;1056313;Сад и дача;Топ-10 тем;1
36-40;24.09.2019 19:00:00;Общество;Общество;1056346;Сделай сам;Топ-10 тем;1
36-40;24.09.2019 19:00:00;Общество;Общество;1056414;Семейные отношения;Топ-10 тем;21
36-40;24.09.2019 19:00:00;Общество;Общество;1056489;Семья;Топ-10 тем;11
36-40;24.09.2019 19:00:00;Общество;Общество;1056549;Спорт;Топ-10 тем;3
36-40;24.09.2019 19:00:00;Общество;Общество;1056586;Строительство;Топ-10 тем;4
36-40;24.09.2019 19:00:00;Общество;Общество;1056666;Финансы;Топ-10 тем;1
36-40;24.09.2019 19:00:00;Отношения;Отношения;1056716;Авто;Топ-10 тем;3
36-40;24.09.2019 19:00:00;Отношения;Отношения;1056808;Дети;Топ-10 тем;3
36-40;24.09.2019 19:00:00;Отношения;Отношения;1056866;Еда;Топ-10 тем;4
36-40;24.09.2019 19:00:00;Отношения;Отношения;1056927;Здоровье;Топ-10 тем;6
36-40;24.09.2019 19:00:00;Отношения;Отношения;1057005;Знаменитости;Топ-10 тем;16
36-40;24.09.2019 19:00:00;Отношения;Отношения;1057071;Интерьеры;Топ-10 тем;5
36-40;24.09.2019 19:00:00;Отношения;Отношения;1057131;Искусство;Топ-10 тем;2
36-40;24.09.2019 19:00:00;Отношения;Отношения;1057193;История;Топ-10 тем;7
36-40;24.09.2019 19:00:00;Отношения;Отношения;1057256;Кино;Топ-10 тем;7
36-40;24.09.2019 19:00:00;Отношения;Отношения;1057301;Музыка;Топ-10 тем;2
36-40;24.09.2019 19:00:00;Отношения;Отношения;1057364;Одежда;Топ-10 тем;8
36-40;24.09.2019 19:00:00;Отношения;Отношения;1057438;Полезные советы;Топ-10 тем;16
36-40;24.09.2019 19:00:00;Отношения;Отношения;1057504;Политика;Топ-10 тем;3
36-40;24.09.2019 19:00:00;Отношения;Отношения;1057556;Психология;Топ-10 тем;1
36-40;24.09.2019 19:00:00;Отношения;Отношения;1057619;Путешествия;Топ-10 тем;3
36-40;24.09.2019 19:00:00;Отношения;Отношения;1057681;Ремонт;Топ-10 тем;4
36-40;24.09.2019 19:00:00;Отношения;Отношения;1057757;Россия;Топ-10 тем;16
36-40;24.09.2019 19:00:00;Отношения;Отношения;1057828;Сад и дача;Топ-10 тем;5
36-40;24.09.2019 19:00:00;Отношения;Отношения;1057887;Сделай сам;Топ-10 тем;4
36-40;24.09.2019 19:00:00;Отношения;Отношения;1057954;Семейные отношения;Топ-10 тем;8
36-40;24.09.2019 19:00:00;Отношения;Отношения;1058009;Семья;Топ-10 тем;1
36-40;24.09.2019 19:00:00;Отношения;Отношения;1058058;Спорт;Топ-10 тем;3
36-40;24.09.2019 19:00:00;Отношения;Отношения;1058115;Строительство;Топ-10 тем;1
36-40;24.09.2019 19:00:00;Отношения;Отношения;1058203;Финансы;Топ-10 тем;2
36-40;24.09.2019 19:00:00;Подборки;Подборки;1058260;Авто;Топ-10 тем;5
36-40;24.09.2019 19:00:00;Подборки;Подборки;1058311;Деньги;Топ-10 тем;2
36-40;24.09.2019 19:00:00;Подборки;Подборки;1058360;Дети;Топ-10 тем;2
36-40;24.09.2019 19:00:00;Подборки;Подборки;1058416;Еда;Топ-10 тем;4
36-40;24.09.2019 19:00:00;Подборки;Подборки;1058468;Здоровье;Топ-10 тем;8
36-40;24.09.2019 19:00:00;Подборки;Подборки;1058534;Знаменитости;Топ-10 тем;11
36-40;24.09.2019 19:00:00;Подборки;Подборки;1058587;Интерьеры;Топ-10 тем;1
36-40;24.09.2019 19:00:00;Подборки;Подборки;1058630;Искусство;Топ-10 тем;1
36-40;24.09.2019 19:00:00;Подборки;Подборки;1058686;История;Топ-10 тем;7
36-40;24.09.2019 19:00:00;Подборки;Подборки;1058754;Кино;Топ-10 тем;8
36-40;24.09.2019 19:00:00;Подборки;Подборки;1058809;Музыка;Топ-10 тем;3
36-40;24.09.2019 19:00:00;Подборки;Подборки;1058876;Одежда;Топ-10 тем;21
36-40;24.09.2019 19:00:00;Подборки;Подборки;1058959;Полезные советы;Топ-10 тем;20
36-40;24.09.2019 19:00:00;Подборки;Подборки;1059047;Психология;Топ-10 тем;3
36-40;24.09.2019 19:00:00;Подборки;Подборки;1059118;Путешествия;Топ-10 тем;13
36-40;24.09.2019 19:00:00;Подборки;Подборки;1059178;Ремонт;Топ-10 тем;4
36-40;24.09.2019 19:00:00;Подборки;Подборки;1059241;Россия;Топ-10 тем;7
36-40;24.09.2019 19:00:00;Подборки;Подборки;1059296;Сад и дача;Топ-10 тем;5
36-40;24.09.2019 19:00:00;Подборки;Подборки;1059353;Сделай сам;Топ-10 тем;2
36-40;24.09.2019 19:00:00;Подборки;Подборки;1059423;Семейные отношения;Топ-10 тем;19
36-40;24.09.2019 19:00:00;Подборки;Подборки;1059482;Семья;Топ-10 тем;6
36-40;24.09.2019 19:00:00;Подборки;Подборки;1059535;Спорт;Топ-10 тем;2
36-40;24.09.2019 19:00:00;Подборки;Подборки;1059584;Строительство;Топ-10 тем;3
36-40;24.09.2019 19:00:00;Подборки;Подборки;1059639;Технологии;Топ-10 тем;2
36-40;24.09.2019 19:00:00;Полезные советы;Полезные советы;1059723;Авто;Топ-10 тем;5
36-40;24.09.2019 19:00:00;Полезные советы;Полезные советы;1059790;Деньги;Топ-10 тем;9
36-40;24.09.2019 19:00:00;Полезные советы;Полезные советы;1059855;Дети;Топ-10 тем;5
36-40;24.09.2019 19:00:00;Полезные советы;Полезные советы;1059904;Еда;Топ-10 тем;6
36-40;24.09.2019 19:00:00;Полезные советы;Полезные советы;1059968;Здоровье;Топ-10 тем;3
36-40;24.09.2019 19:00:00;Полезные советы;Полезные советы;1060026;Знаменитости;Топ-10 тем;2
36-40;24.09.2019 19:00:00;Полезные советы;Полезные советы;1060081;Интерьеры;Топ-10 тем;1
36-40;24.09.2019 19:00:00;Полезные советы;Полезные советы;1060167;История;Топ-10 тем;2
36-40;24.09.2019 19:00:00;Полезные советы;Полезные советы;1060219;Кино;Топ-10 тем;2
36-40;24.09.2019 19:00:00;Полезные советы;Полезные советы;1060256;Музыка;Топ-10 тем;1
36-40;24.09.2019 19:00:00;Полезные советы;Полезные советы;1060320;Одежда;Топ-10 тем;3
36-40;24.09.2019 19:00:00;Полезные советы;Полезные советы;1060393;Полезные советы;Топ-10 тем;8
36-40;24.09.2019 19:00:00;Полезные советы;Полезные советы;1060473;Психология;Топ-10 тем;1
36-40;24.09.2019 19:00:00;Полезные советы;Полезные советы;1060543;Путешествия;Топ-10 тем;22
36-40;24.09.2019 19:00:00;Полезные советы;Полезные советы;1060608;Ремонт;Топ-10 тем;1
36-40;24.09.2019 19:00:00;Полезные советы;Полезные советы;1060664;Россия;Топ-10 тем;2
36-40;24.09.2019 19:00:00;Полезные советы;Полезные советы;1060719;Сад и дача;Топ-10 тем;3
36-40;24.09.2019 19:00:00;Полезные советы;Полезные советы;1060773;Сделай сам;Топ-10 тем;5
36-40;24.09.2019 19:00:00;Полезные советы;Полезные советы;1060848;Семейные отношения;Топ-10 тем;16
36-40;24.09.2019 19:00:00;Полезные советы;Полезные советы;1060917;Семья;Топ-10 тем;12
36-40;24.09.2019 19:00:00;Полезные советы;Полезные советы;1060964;Спорт;Топ-10 тем;1
36-40;24.09.2019 19:00:00;Полезные советы;Полезные советы;1061040;Технологии;Топ-10 тем;4
36-40;24.09.2019 19:00:00;Полезные советы;Полезные советы;1061086;Финансы;Топ-10 тем;2
36-40;24.09.2019 19:00:00;Психология;Психология;1061137;Деньги;Остальные;2
36-40;24.09.2019 19:00:00;Психология;Психология;1061194;Дети;Остальные;17
36-40;24.09.2019 19:00:00;Психология;Психология;1061285;Здоровье;Остальные;5
36-40;24.09.2019 19:00:00;Психология;Психология;1061345;Знаменитости;Остальные;7
36-40;24.09.2019 19:00:00;Психология;Психология;1061417;Искусство;Остальные;2
36-40;24.09.2019 19:00:00;Психология;Психология;1061467;История;Остальные;2
36-40;24.09.2019 19:00:00;Психология;Психология;1061513;Кино;Остальные;4
36-40;24.09.2019 19:00:00;Психология;Психология;1061566;Одежда;Остальные;2
36-40;24.09.2019 19:00:00;Психология;Психология;1061627;Полезные советы;Остальные;3
36-40;24.09.2019 19:00:00;Психология;Психология;1061718;Психология;Остальные;1
36-40;24.09.2019 19:00:00;Психология;Психология;1061760;Путешествия;Остальные;1
36-40;24.09.2019 19:00:00;Психология;Психология;1061788;Ремонт;Остальные;1
36-40;24.09.2019 19:00:00;Психология;Психология;1061838;Россия;Остальные;5
36-40;24.09.2019 19:00:00;Психология;Психология;1061880;Сад и дача;Остальные;1
36-40;24.09.2019 19:00:00;Психология;Психология;1061904;Сделай сам;Остальные;2
36-40;24.09.2019 19:00:00;Психология;Психология;1061956;Семейные отношения;Остальные;9
36-40;24.09.2019 19:00:00;Психология;Психология;1062015;Семья;Остальные;2
36-40;24.09.2019 19:00:00;Психология;Психология;1062064;Спорт;Остальные;2
36-40;24.09.2019 19:00:00;Психология;Психология;1062104;Строительство;Остальные;1
36-40;24.09.2019 19:00:00;Психология;Психология;1062145;Финансы;Остальные;2
36-40;24.09.2019 19:00:00;Путешествия;Путешествия;1062190;Авто;Остальные;2
36-40;24.09.2019 19:00:00;Путешествия;Путешествия;1062243;Деньги;Остальные;3
36-40;24.09.2019 19:00:00;Путешествия;Путешествия;1062304;Дети;Остальные;5
36-40;24.09.2019 19:00:00;Путешествия;Путешествия;1062361;Еда;Остальные;2
36-40;24.09.2019 19:00:00;Путешествия;Путешествия;1062408;Здоровье;Остальные;1
36-40;24.09.2019 19:00:00;Путешествия;Путешествия;1062463;Знаменитости;Остальные;3
36-40;24.09.2019 19:00:00;Путешествия;Путешествия;1062492;Интерьеры;Остальные;1
36-40;24.09.2019 19:00:00;Путешествия;Путешествия;1062546;Искусство;Остальные;2
36-40;24.09.2019 19:00:00;Путешествия;Путешествия;1062612;История;Остальные;5
36-40;24.09.2019 19:00:00;Путешествия;Путешествия;1062667;Кино;Остальные;5
36-40;24.09.2019 19:00:00;Путешествия;Путешествия;1062744;Одежда;Остальные;2
36-40;24.09.2019 19:00:00;Путешествия;Путешествия;1062806;Полезные советы;Остальные;6
36-40;24.09.2019 19:00:00;Путешествия;Путешествия;1062843;Политика;Остальные;1
36-40;24.09.2019 19:00:00;Путешествия;Путешествия;1062931;Путешествия;Остальные;8
36-40;24.09.2019 19:00:00;Путешествия;Путешествия;1062993;Ремонт;Остальные;3
36-40;24.09.2019 19:00:00;Путешествия;Путешествия;1063049;Россия;Остальные;3
36-40;24.09.2019 19:00:00;Путешествия;Путешествия;1063103;Сад и дача;Остальные;3
36-40;24.09.2019 19:00:00;Путешествия;Путешествия;1063150;Сделай сам;Остальные;1
36-40;24.09.2019 19:00:00;Путешествия;Путешествия;1063212;Семейные отношения;Остальные;4
36-40;24.09.2019 19:00:00;Путешествия;Путешествия;1063308;Спорт;Остальные;1
36-40;24.09.2019 19:00:00;Путешествия;Путешествия;1063339;Строительство;Остальные;1
36-40;24.09.2019 19:00:00;Путешествия;Путешествия;1063364;Технологии;Остальные;1
36-40;24.09.2019 19:00:00;Рассказы;Рассказы;1063467;Деньги;Остальные;2
36-40;24.09.2019 19:00:00;Рассказы;Рассказы;1063516;Дети;Остальные;1
36-40;24.09.2019 19:00:00;Рассказы;Рассказы;1063585;Здоровье;Остальные;1
36-40;24.09.2019 19:00:00;Рассказы;Рассказы;1063643;Знаменитости;Остальные;3
36-40;24.09.2019 19:00:00;Рассказы;Рассказы;1063680;Интерьеры;Остальные;2
36-40;24.09.2019 19:00:00;Рассказы;Рассказы;1063720;Искусство;Остальные;5
36-40;24.09.2019 19:00:00;Рассказы;Рассказы;1063775;История;Остальные;2
36-40;24.09.2019 19:00:00;Рассказы;Рассказы;1063832;Кино;Остальные;2
36-40;24.09.2019 19:00:00;Рассказы;Рассказы;1063881;Одежда;Остальные;1
36-40;24.09.2019 19:00:00;Рассказы;Рассказы;1063923;Полезные советы;Остальные;2
36-40;24.09.2019 19:00:00;Рассказы;Рассказы;1063964;Политика;Остальные;1
36-40;24.09.2019 19:00:00;Рассказы;Рассказы;1064010;Психология;Остальные;2
36-40;24.09.2019 19:00:00;Рассказы;Рассказы;1064087;Путешествия;Остальные;32
36-40;24.09.2019 19:00:00;Рассказы;Рассказы;1064196;Россия;Остальные;5
36-40;24.09.2019 19:00:00;Рассказы;Рассказы;1064244;Сад и дача;Остальные;3
36-40;24.09.2019 19:00:00;Рассказы;Рассказы;1064283;Сделай сам;Остальные;1
36-40;24.09.2019 19:00:00;Рассказы;Рассказы;1064336;Семейные отношения;Остальные;11
36-40;24.09.2019 19:00:00;Рассказы;Рассказы;1064397;Семья;Остальные;2
36-40;24.09.2019 19:00:00;Россия;Россия;1064566;Авто;Топ-10 тем;12
36-40;24.09.2019 19:00:00;Россия;Россия;1064619;Деньги;Топ-10 тем;3
36-40;24.09.2019 19:00:00;Россия;Россия;1064670;Дети;Топ-10 тем;4
36-40;24.09.2019 19:00:00;Россия;Россия;1064729;Здоровье;Топ-10 тем;1
36-40;24.09.2019 19:00:00;Россия;Россия;1064798;Знаменитости;Топ-10 тем;9
36-40;24.09.2019 19:00:00;Россия;Россия;1064899;Искусство;Топ-10 тем;1
36-40;24.09.2019 19:00:00;Россия;Россия;1064967;История;Топ-10 тем;3
36-40;24.09.2019 19:00:00;Россия;Россия;1065036;Кино;Топ-10 тем;4
36-40;24.09.2019 19:00:00;Россия;Россия;1065095;Музыка;Топ-10 тем;2
36-40;24.09.2019 19:00:00;Россия;Россия;1065145;Одежда;Топ-10 тем;2
36-40;24.09.2019 19:00:00;Россия;Россия;1065205;Полезные советы;Топ-10 тем;4
36-40;24.09.2019 19:00:00;Россия;Россия;1065254;Политика;Топ-10 тем;1
36-40;24.09.2019 19:00:00;Россия;Россия;1065340;Путешествия;Топ-10 тем;4
36-40;24.09.2019 19:00:00;Россия;Россия;1065391;Ремонт;Топ-10 тем;1
36-40;24.09.2019 19:00:00;Россия;Россия;1065461;Россия;Топ-10 тем;24
36-40;24.09.2019 19:00:00;Россия;Россия;1065606;Семейные отношения;Топ-10 тем;11
36-40;24.09.2019 19:00:00;Россия;Россия;1065674;Семья;Топ-10 тем;4
